Accessible Entrances,Accessible Washrooms,Accessible Parking,Individual Service,Wait Accommodations,location_name,city,website,phone,postal_code,address,province,monday,tuesday,wednesday,thursday,friday,latitude,longitude
Yes,No,No,Yes,Yes,825 Ontario Road - Shoppers Drug Mart,Welland,https://stores.shoppersdrugmart.ca/en/store/795/,905-788-2111,L3B 5V6," 825 Ontario Road",ON,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,42.9750271,-79.240142
No,No,No,No,No,49 Mountainash Road - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/834/,905-458-5526,L6R 1W4," 49 Mountainash Road",ON,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,43.7595421,-79.728561
Yes,No,Yes,Yes,Yes,5576 Yonge St. - Shoppers Drug Mart,North York,https://stores.shoppersdrugmart.ca/en/store/848/,416-225-2321,M2N 5S2," 5576 Yonge St.",ON,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,43.779001,-79.415672
Yes,No,No,No,No,7235 Bellshire Gate - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/901/,905-670-3327,L5N 8A2," 7235 Bellshire Gate",ON,9:00-22:00,9:00-22:00,9:00-22:00,9:00-22:00,9:00-22:00,43.6217672,-79.742923
Yes,Yes,Yes,No,Yes,232 Cannon St. East - Shoppers Drug Mart,Hamilton,https://stores.shoppersdrugmart.ca/en/store/1053/,905-522-5707,L8L 0A9," 232 Cannon St. East",ON,9:00-22:00,9:00-22:00,9:00-22:00,9:00-22:00,9:00-22:00,43.2580381,-79.857035
No,Yes,Yes,Yes,No,25 Great Lakes Drive - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/1093/,905-799-0414,L6R 2S5," 25 Great Lakes Drive",ON,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,43.731502,-79.760496
No,No,Yes,No,No,3950 Dougall Ave. - Shoppers Drug Mart,Windsor,https://stores.shoppersdrugmart.ca/en/store/1106/,519-969-2230,N9G 1X2," 3950 Dougall Ave., Unit 2",ON,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,42.254312,-83.000636
Yes,No,Yes,Yes,Yes,255 Morningside Ave. - Shoppers Drug Mart,Scarborough,https://stores.shoppersdrugmart.ca/en/store/1335/,416-282-1129,M1E 3E6," 255 Morningside Ave.",ON,9:00-20:00,9:00-20:00,9:00-20:00,9:00-20:00,9:00-20:00,43.7698881,-79.185325
No,No,Yes,Yes,No,91 Rylander Blvd. - Shoppers Drug Mart,Scarborough,https://stores.shoppersdrugmart.ca/en/store/1399/,416-724-5344,M1B 5M5," 91 Rylander Blvd., Unit 1022",ON,9:00-22:00,9:00-22:00,9:00-22:00,9:00-22:00,9:00-22:00,43.7971559,-79.151061
No,No,No,No,Yes,2670 Tecumseh Road West - Shoppers Drug Mart,Windsor,https://stores.shoppersdrugmart.ca/en/store/762/,519-252-5779,N9B 3P9," 2670 Tecumseh Road West",ON,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,42.291815,-83.058778
No,Yes,No,Yes,No,770 Lawrence Ave West - Shoppers Drug Mart,North York,https://stores.shoppersdrugmart.ca/en/store/821/,416-787-0238,M6A 3C6," 770 Lawrence Ave. West",ON,0:00-0:00,0:00-0:00,0:00-0:00,0:00-0:00,0:00-0:00,43.7151906,-79.452363
Yes,No,Yes,Yes,No,7060 Warden Ave. - Shoppers Drug Mart,Markham,https://stores.shoppersdrugmart.ca/en/store/847/,905-474-1414,L3R 5Y2," 7060 Warden Ave.",ON,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,43.8214268,-79.326931
No,Yes,No,Yes,No,1530 Albion Road - Shoppers Drug Mart,Etobicoke,https://stores.shoppersdrugmart.ca/en/store/925/,416-741-7711,M9V 1B4," 1530 Albion Road",ON,9:00-21:00,9:00-21:00,9:00-21:00,9:00-21:00,9:00-21:00,43.7410036,-79.583605
Yes,No,No,No,Yes,"232 Toronto St. South, RR #1 - Shoppers Drug Mart",Uxbridge,https://stores.shoppersdrugmart.ca/en/store/931/,905-852-3345,L9P 0C4," 232 Toronto St. South, RR #1",ON,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,44.0966878,-79.129199
Yes,No,Yes,No,Yes,7980 Menard St. - Shoppers Drug Mart,Windsor,https://stores.shoppersdrugmart.ca/en/store/1102/,519-945-2304,N8S 1V9," 7980 Menard St. ",ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,42.3339061,-82.943313
Yes,No,Yes,No,Yes,11500 Tecumseh Road East - Shoppers Drug Mart,Windsor,https://stores.shoppersdrugmart.ca/en/store/1118/,519-735-2121,N8N 1L7," 11500 Tecumseh Road East",ON,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,8:00-00:00,42.3133091,-82.900515
Yes,Yes,Yes,Yes,Yes,15 Westney Road North - Shoppers Drug Mart,Ajax,https://stores.shoppersdrugmart.ca/en/store/1224/,905-426-3355,L1T 1P4," 15 Westney Road North",ON,7:00-0:00,7:00-0:00,7:00-0:00,7:00-0:00,7:00-0:00,43.859426,-79.040164
No,Yes,No,No,Yes,9200 Dufferin St. - Shoppers Drug Mart,Vaughan,https://stores.shoppersdrugmart.ca/en/store/1282/,289-304-8762,L4K 0C6," 9200 Dufferin St.",ON,9:00-0:00,9:00-0:00,9:00-0:00,9:00-0:00,9:00-0:00,43.8418544,-79.483474
No,Yes,No,No,Yes,7205 Goreway Drive - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/1376/,905-677-7181,L4T 2T9," 7205 Goreway Drive",ON,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,43.7187334,-79.63621
No,Yes,Yes,Yes,No,520 Charolais Blvd. - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/1466/,905-451-5275,L6Y 0R5," 520 Charolais Blvd.",ON,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,8:00-22:00,43.650043,-79.761172
No,No,No,Yes,Yes,University of Toronto - Scarborough Campus,Toronto,https://www.shn.ca/covid19-assess/,416-495-2601," M1C 1A4 ",1265 Military Trail,ON,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,43.78315243,-79.18703624
No,Yes,Yes,No,Yes,"COVID-19 Assessment Centre for Children with Medical Complexity (CMC) and Children with Developmental Disorders (CDD), Holland Bloorview Kids Rehab Hospital",Toronto,,416-419-4623,M4G 1R8,150 Kilgour Road,ON,17:00-21:00,,17:00-21:00,,,43.71830253,-79.3742903
Yes,No,Yes,No,Yes,"COVID-19 Assessment Centre for Children with Medical Complexity (CMC) and Children with Developmental Disorders (CDD), SickKids",Toronto,,416-419-4623,M5G 1X8,555 University Avenue,ON,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,43.657098,-79.38773711
Yes,Yes,No,No,Yes,North Durham COVID Assessment Clinic - Sunderland Site,Sunderland,,,L0C 1H0,120 River Street,ON,09:00-12:00&12:30-16:00,,,,,44.2625563,-79.0682532
No,No,No,Yes,Yes,Thorncliffe Park Temporary Testing Site #2,Toronto,https://ethp.ca/main/covid19-testing,647-477-1640,M4H 1J7,48 Thorncliffe Park Drive,ON,13:00-19:00,13:00-19:00,13:00-19:00,13:00-19:00,13:00-19:00,43.70293592,-79.34272394
Yes,Yes,No,Yes,No,Oakridge (Scarborough) Temporary Testing Site,Scarborough,https://ethp.ca/main/covid19-testing,416-613-8061,M1L 3E7,63 Pharmacy Avenue,ON,,,,13:00-19:00,13:00-19:00,43.69498012,-79.28360498
No,Yes,Yes,No,Yes,255 Silver Linden Drive - Walmart,Richmond Hill,https://www.walmart.ca/en/stores-near-me/richmond-hill-south-supercentre-1116,905-747-0925,L4B 4V5,255 Silver Linden Drive,ON,7:00-23:00,7:00-23:00,7:00-23:00,7:00-23:00,7:00-23:00,43.8420662,-79.41588
No,Yes,No,No,Yes,North Durham COVID Assessment Clinic - Beaverton Site,Beaverton,,,L0K 1A0,360 Bay Street,ON,,,,,,44.42876718,-79.15436948
Yes,No,No,No,No,1500 Dundas St. East - Walmart,Mississauga,https://www.walmart.ca/en/stores-near-me/mississauga-dixie-supercentre-1126,905-615-1290,L4X 1L4,1500 Dundas St. East,ON,7:00-23:00,7:00-23:00,7:00-23:00,7:00-23:00,7:00-23:00,43.6106224,-79.578207
Yes,No,Yes,No,No,"Barrie and Community Family Medicine Clinic COVID-19,Cold and Flu",Barrie,,,L4N 0G5,"829 Big Bay Point Road, Unit D13",ON,16:30-21:00,16:30-21:00,16:30-21:00,16:30-21:00,16:30-21:00,44.363276,-79.615607
No,Yes,No,No,No,North Durham COVID Assessment Clinic - Manilla Site,Manilla,,,K0M 2J0,16990 Simcoe Street,ON,,,,,09:00-12:00&12:30-16:00,44.30695053,-78.98889354
Yes,Yes,No,Yes,Yes,"Four Corners CHC-Community Testing Site ","Malton ",https://www.fourcornershealthcentre.ca/,416-312-0566,L4T 2T9,7205 Goreway Drive,ON,12:00-16:00,12:00-16:00,08:00-12:00,12:00-16:00,08:00-12:00,43.71828989,-79.63741124
Yes,No,No,Yes,No,"Rexdale Hub COVID-19 Community Testing Site ",Toronto,https://www.rexdalechc.com/about/news/~30-Free-COVID-19-Testing,416-748-4650,M9V 3S6,21 Panorama Court,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.74634533,-79.5813185
Yes,No,No,Yes,No,"Queen Square COVID-19, Cold and Flu Clinic ",Brampton,https://www.queensquarefht.ca/covid-19/,," L7A 1K5",11692 Hurontario Street,ON,,10:00-16:00,10:00-16:00,10:00-16:00,10:00-16:00,43.73093555,-79.82269001
Yes,Yes,Yes,Yes,Yes,"Dufferin-Caledon COVID-19 Cold and Flu Clinic ",Orangeville,https://www.wdgpublichealth.ca/your-health/covid-19-information-public/testing-and-assessment-centres-wdg/dufferin-caledon-covid-19,888-530-1319,L9W7N7,1 Elizabeth Street Suite L2,ON,16:00-20:00,16:00-20:00,16:00-20:00,16:00-20:00,,43.92127028,-80.09931712
No,No,No,Yes,Yes,Mississauga Health Cough and Flu Clinic,"Mississauga ",,905-361-1448,L5K 2N6,"2695 North Sheridan Way, Suite 120",ON,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,43.51284614,-79.66377342
No,No,No,Yes,No,Lawn Bowling Club Community Testing Site,Brampton,,905-796-4922,L6Y 4Z5,8910 McLaughlin Road  South,ON,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,13:30-16:30,43.66737207,-79.75879508
Yes,No,Yes,Yes,No,Centre for Immigrant and Community Services (CICS) - Scarborough Health Network,Toronto,,,M1S 5G5,2330 Midland Avenue,ON,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,08:00-18:30,43.77830322,-79.27603967
Yes,Yes,Yes,No,Yes,West Elgin Community Health Centre COVID Assessment Centre,West Lorne,https://wechc.on.ca/,519-857-2683,N0L 2P0,153 Main Street,ON,08:30-16:30,,08:30-16:30,,08:30-16:30,42.60481997,-81.60565803
No,Yes,Yes,No,Yes,1210 Castlemore Ave - Dynacare,Markham,https://www.dynacare.ca/covidtestingontario.aspx,,L6E 0H7,1210 Castlemore Avenue,ON,17:00 - 20:30,17:00 - 20:30,17:00 - 20:30,17:00 - 20:30,17:00 - 20:30,43.904327,-79.267905
Yes,No,Yes,No,Yes,Town Square Pharmacy,New Hamburg,,519-662-9995,N3A 1R1,"100 Mill Street, Unit D",ON,"9:00-19:00 ","9:00-19:00 ","9:00-19:00 ","9:00-19:00 ","9:00-19:00 ",43.3797568,-80.7111327
No,No,Yes,No,Yes,SOAHAC Chippewa Assessment Centre,Melbourne,,877-289-0381,N0L1Y0,6609 Switzer Drive,ON,08:30-16:00,08:30-16:00,08:30-16:00,08:30-16:00,08:30-16:00,42.80904094,-81.53645678
No,Yes,Yes,Yes,Yes,"MyHealth Community Testing Site ",Brampton,https://www.covid-response.ca/,888-503-1086,L6R 1Z1,"2260 Bovaird Drive East, Suite 105B",ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,43.75154856,-79.73854116
No,Yes,Yes,Yes,No,"Embassy Grand Convention Centre  ",Brampton,,905-366-7374,L6P 0B1,8800 The Gore Road,ON,,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,43.76792403,-79.65880998
No,No,Yes,No,Yes,Carefirst Community Testing Site,Scarborough,https://www.carefirstontario.ca,416-646-5108,M1V 0G2,"300 Silver Star Boulevard ",ON,,,,14:00-18:30,,43.81258796,-79.29489232
Yes,No,No,No,Yes,Black Creek Community Health Centre - Sheridan Mall,Toronto,https://www.bcchc.com,416-246-2388,M3N 3A1,"2202 Jane Street, Unit 5 ",ON,,,,,,43.75902047,-79.51880993
No,No,No,Yes,No,Durham Manor - Pickering CAC,Pickering,,,"L1V 1Y3 ",1970 Brock Road,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.84814712,-79.07476874
No,No,No,Yes,Yes,Rexdale CHC - Pop-Up Sites,Toronto,,,M9V 4L9,10 Rampart Road,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.73478323,-79.58871093
No,Yes,No,Yes,Yes,"London InterCommunity Health Centre ",London,,,N5W 2Z1,"659 Dundas Street ",ON,09:30-16:00,09:30-16:00,09:30-16:00,09:30-16:00,09:30-16:00,42.989044,-81.229724
